CR_ID,MONTHS_BALANCE,STATUS
5091548,-28,0
5091740,-24,0
5090568,-12,C
5065644,-29,X
5088949,-43,0
5024453,-12,0
5033722,-14,0
5056084,-31,0
5069392,-19,0
5066705,-48,0
5009096,-22,0
5029361,-33,X
5125978,-4,C
5116316,-1,C
5041609,-27,C
5033770,-28,C
5037212,-2,C
5022817,-11,X
5048282,-46,X
5054733,-13,0
5022555,-7,0
5022583,-35,C
5118177,-3,X
5095370,-33,0
5062726,-1,0
5116036,-30,X
5042295,-37,0
5067780,-9,X
5085781,-43,0
5036485,-49,X
5105669,-5,X
5089630,-49,0
5068911,-8,C
5041221,-10,C
5029619,-5,0
5143603,-3,C
5096827,-45,0
5024242,-4,X
5113987,-51,C
5061700,-13,C
5022752,-44,0
5113987,-57,0
5094967,-49,X
5053226,-5,C
5068470,-27,C
5054290,-2,C
5068436,-6,X
5149271,-21,C
5149636,-8,X
5022583,-4,C
5113869,-28,C
5099805,-7,0
5036987,-3,0
5090030,-27,0
5135691,-1,1
5022202,-22,C
5042300,-6,0
5010253,-10,X
5074653,-7,C
5042213,-1,0
5047933,-27,X
5068722,-1,C
5067749,-18,0
5062030,-43,X
5053705,-17,0
5132291,-21,0
5089104,-42,C
5090030,-7,0
5061118,-7,C
5029127,-19,C
5091740,-15,C
5053362,-4,C
5022506,-13,0
5126238,-31,C
5045689,-5,0
5068844,-20,0
5061148,-19,C
5068037,-20,0
5046234,-40,0
5096758,-10,1
5113987,-42,C
5041910,-39,C
5114057,-25,C
5115412,-7,0
5029633,0,C
5009570,-32,X
5061700,-47,0
5135694,-4,0
5099849,-53,X
5114239,-3,C
5096827,-52,0
5143595,-29,C
5125352,-16,C
5053226,-4,C
5045695,-20,C
5041910,-31,C
5097026,-8,C
5116009,-13,0
5099845,-16,C
5139497,-14,X
5066775,-25,C
5125260,-2,X
5091256,-24,X
5091589,-29,X
5024157,-35,0
5042300,-5,0
5052899,0,X
5046497,-15,C
5089465,-36,0
5045014,-33,0
5125679,-5,0
5096554,-5,C
5061707,-2,C
5095120,-17,X
5009096,-17,C
5010746,-20,C
5051125,-23,C
5116316,-7,C
5113114,-13,C
5132291,-14,0
5105056,-17,C
5041625,-1,X
5061707,-55,0
5092013,-23,0
5096827,-36,C
5028251,-38,0
5099948,-2,C
5069280,-17,X
5111193,-23,0
5022545,-45,0
5089104,-35,C
5067169,-23,0
5023280,-18,C
5029127,-32,C
5116643,-20,0
5021778,-1,0
5125214,-16,C
5149638,-14,C
5041221,0,C
5089909,-17,C
5022795,-38,0
5089421,-4,C
5078905,-53,0
5112663,-21,0
5009570,-17,X
5048045,-33,0
5118146,-21,X
5053374,-1,C
5074653,-15,C
5092013,-19,0
5024484,-33,C
5092448,-52,0
5021650,-7,C
5062030,-29,0
5096163,-17,C
5079303,-9,0
5074653,-27,C
5114077,0,X
5045139,-15,0
5116009,-18,0
5116316,-11,C
5088835,-3,0
5086040,-13,X
5115451,-12,C
5050748,-15,C
5023544,-20,X
5054290,-20,C
5061707,-7,C
5033539,-18,C
5069004,-14,C
5091862,-16,X
5024777,-33,0
5022545,-43,0
5069004,-25,C
5143137,-15,0
5117167,-26,C
5061707,-21,C
5074653,-11,C
5067570,-5,C
5149271,-43,0
5135728,-37,0
5067502,-15,0
5036485,-38,X
5045687,-4,C
5074653,-5,C
5126248,-46,X
5094967,-9,C
5054733,-9,0
5061707,-27,C
5046353,-32,X
5079167,-21,0
5045687,-7,C
5053374,-7,C
5022642,-11,0
5090140,-37,X
5038751,-43,X
5041165,-38,0
5089942,-15,0
5090857,-30,C
5118418,-2,C
5125737,-29,C
5118256,-4,X
5090568,-55,C
5142807,-27,X
5069455,-3,C
5090140,-32,X
5116397,-27,X
5135636,-30,X
5053362,-21,C
5099805,-28,X
5089252,-6,0
5062030,-6,X
5149892,-36,0
5074653,-32,C
5099948,-10,C
5088945,-22,0
5048282,-25,X
5036567,-15,0
5068664,-48,0
5088043,-36,C
5126325,-9,C
5024453,-18,0
5089509,-26,C
5099751,-21,C
5028600,-11,X
5091862,-34,X
5029127,-15,C
5113269,-28,0
5042300,0,C
5037300,-26,C
5090445,-14,C
5143042,-2,X
5112942,-54,C
5091052,-10,0
5126299,-34,2
5135778,-18,0
5096163,-39,0
5022506,-4,0
5045945,-16,0
5054762,-27,0
5041363,-34,X
5149109,-1,C
5090030,-34,0
5033869,-2,0
5105402,-15,0
5029361,-35,X
5062030,-9,0
5089509,-2,C
5113990,-24,X
5024801,-16,X
5089503,-2,C
5022859,-28,C
5090568,-13,C
5142490,-7,C
5053167,-6,C
5037212,-30,C
5036987,-24,X
5142984,0,C
5068722,-5,0
5024484,-54,C
5113869,-15,C
5029314,-50,0
5090857,-42,C
5142304,-14,0
5135731,-12,0
5142807,-30,X
5105056,-35,4
5068844,-8,0
5066498,-16,C
5099948,-32,C
5092013,-10,0
5065539,-49,X
5066919,-52,X
5054733,-3,C
5033770,-3,C
5024242,-3,X
5089532,-19,C
5126349,-12,4
5092013,-26,0
5118083,-9,0
5096827,-19,C
5118146,-29,X
5126325,-25,0
5024484,-43,C
5035995,-30,C
5053374,-40,0
5146458,-32,X
5091589,-31,X
5068470,-3,C
5089049,-43,0
5149210,-38,C
5041721,-10,C
5009573,-10,X
5010428,-23,0
5068374,-41,0
5035995,-31,C
5116643,-19,0
5135728,-4,0
5113852,-17,0
5066498,-24,C
5112909,-52,0
5145724,-1,C
5022583,-48,0
5028251,-28,X
5118146,-9,X
5125352,-38,0
5036485,-19,X
5062030,-26,0
5042220,-12,C
5136031,-3,C
5096238,-24,C
5112663,-30,0
5008810,-18,0
5089509,-17,C
5115451,-30,C
5091589,-9,C
5149210,-43,0
5088998,-14,C
5061148,-35,C
5118146,-32,0
5105762,-18,0
5010635,-5,C
5091330,-28,0
5116316,-18,0
5112651,-26,0
5051125,-9,C
5105402,-22,0
5105143,-51,0
5050748,0,C
5149109,-29,0
5135636,-18,X
5048018,-1,C
5065740,-4,C
5089470,-7,C
5149695,-3,C
5143137,-27,0
5029667,-9,C
5022202,-39,0
5024484,-55,C
5033539,-9,C
5118418,-11,C
5091970,0,C
5047892,-2,X
5062737,-6,X
5113869,-56,X
5089532,-10,C
5148996,-4,C
5125556,-12,0
5096238,-34,C
5041165,-40,0
5023986,-9,0
5113869,-21,C
5149705,-47,0
5105056,0,C
5149271,-30,C
5068261,-35,0
5089623,-35,0
5114384,-13,X
5142793,-5,C
5087845,-3,X
5089630,-58,0
5095790,-20,C
5089509,-35,C
5090445,-21,C
5135691,-3,0
5022817,-15,X
5029514,-32,0
5126736,-3,0
5028639,-8,0
5061961,-12,X
5022193,-36,0
5010681,-9,0
5142490,-2,C
5036485,-14,X
5149636,-19,X
5067570,0,C
5105143,-7,C
5089635,-56,0
5126325,-28,0
5143595,-35,0
5045640,-17,C
5096827,0,C
5096859,-11,0
5113990,-19,X
5150063,-14,C
5106058,-5,X
5115577,-42,0
5126527,-35,C
5112932,-21,0
5029127,-35,C
5089635,-41,0
5022795,-22,C
5105762,-21,0
5149636,-21,X
5024158,-2,C
5097026,-14,C
5105402,-12,0
5094967,-19,X
5092380,-1,0
5065426,-31,0
5053167,-18,0
5149271,-44,0
5116674,-46,0
5142490,-18,C
5099948,-38,C
5054475,-25,X
5135694,-2,X
5088998,-13,C
5067557,-18,0
5074653,-22,C
5112888,-4,X
5146407,-19,X
5022202,-16,C
5115957,-5,0
5118365,-37,0
5149695,-5,C
5010463,-20,X
5023130,-7,X
5054733,-34,0
5105402,-18,0
5139548,-23,0
5067726,-9,C
5061072,0,X
5029667,-40,C
5054733,-38,0
5065348,-19,C
5047892,-5,X
5113990,-36,X
5009570,-47,X
5050479,-22,C
5033648,-19,C
5047820,-23,X
5126349,-27,0
5126349,-3,C
5022545,-50,X
5112654,-16,C
5008897,-30,C
5143137,-5,C
5029314,-55,0
5105754,-29,X
5149020,-1,0
5033881,-9,0
5149271,-50,0
5062030,-30,0
5112662,-22,0
5046497,-25,C
5042020,-13,0
5033881,-10,0
5061700,-39,C
5037212,-34,C
5069397,-1,C
5150063,-18,C
5033770,-27,C
5023280,-21,C
5010253,-27,X
5115501,-3,X
5068310,-17,C
5091620,0,0
5115711,-1,C
5096827,-49,0
5053374,-41,0
5054718,-12,C
5132291,-23,0
5117799,-9,C
5118146,-27,X
5033539,-11,C
5117963,-1,C
5116643,-15,0
5047892,-8,X
5142987,-2,C
5117919,0,0
5117402,-1,0
5118365,-29,C
5068453,-6,X
5054290,-25,C
5036485,-22,X
5126382,-24,C
5036816,-2,0
5117919,-2,X
5048045,-6,C
5126248,-9,C
5142793,-6,C
5069280,-28,0
5010428,-18,C
5095370,-18,C
5090857,-39,C
5068722,0,C
5115591,-32,0
5090152,-31,0
5069180,-10,C
5146407,-20,X
5106158,-17,0
5024095,-9,C
5118258,-42,0
5089635,-27,0
5126714,-3,0
5054399,-7,X
5105402,-27,X
5132464,-3,C
5045640,-35,0
5099751,-49,0
5126303,-37,0
5062030,-28,0
5126299,-27,C
5008900,-11,C
5105143,-42,C
5061148,-28,C
5088834,-29,C
5094967,-57,X
5118146,-36,0
5089000,-36,0
5091589,-19,X
5061961,-3,C
5135728,-20,0
5028455,-3,C
5028600,-34,0
5115698,-21,X
5143064,-53,0
5115577,-46,0
5078905,-50,C
5023398,-16,C
5067557,-15,X
5054165,-32,0
5068436,-11,0
5117234,0,C
5099845,-18,C
5054294,-33,C
5045085,0,X
5056143,-12,X
5126248,-36,C
5135513,-35,0
5097026,-27,C
5132635,-23,0
5091330,-34,0
5125352,-32,0
5061118,-28,0
5096163,-18,C
5117167,-11,C
5051080,-11,0
5024095,-8,C
5142793,-32,X
5115591,-15,C
5125218,-5,C
5126527,-39,C
5105056,-16,C
5112888,-2,X
5090857,-37,C
5132924,-20,0
5149210,-42,0
5069004,-27,C
5112654,-1,C
5126527,-51,C
5085955,-40,0
5033869,-1,0
5142984,-28,0
5143042,-13,0
5115412,-6,0
5096933,-46,1
5095383,-11,C
5096238,-21,C
5112799,-16,0
5042295,-21,0
5036485,-3,X
5126731,-34,0
5126238,-13,C
5137251,-27,C
5067502,-14,0
5105143,-52,0
5091548,-5,0
5112651,-1,X
5095334,-34,C
5054718,-39,0
5069280,-7,X
5096518,-19,0
5149271,-31,C
5126238,-8,C
5091589,-39,X
5089465,-26,C
5061118,-18,C
5126325,-21,C
5125218,-1,C
5066775,-42,0
5113269,-46,0
5045367,0,0
5029667,-42,C
5021642,-2,0
5112663,-18,1
5146458,-20,X
5091862,0,C
5010428,-17,C
5145724,-15,C
5010578,-23,X
5041165,-46,0
5113387,-42,0
5146407,-30,X
5085781,-16,0
5036816,-7,0
5024095,-29,C
5061707,-16,C
5126835,-23,X
5132415,-21,0
5113869,-2,C
5041910,-51,C
5117167,-4,C
5053374,-37,X
5112654,-48,0
5146063,0,0
5009096,-1,C
5114077,-4,0
5116674,-11,C
5096163,-26,0
5115451,-19,C
5062504,-28,C
5149271,-48,0
5029457,-6,0
5089104,-31,C
5117481,-3,0
5089465,-44,0
5041609,-37,C
5112663,-14,0
5114239,-4,C
5022193,-33,0
5092448,-47,0
5091548,-18,0
5029633,-4,C
5024158,-26,0
5091256,-1,X
5024095,-7,C
5054733,-4,C
5117799,-27,X
5065628,-17,X
5132635,-26,0
5095570,-23,0
5022583,-15,C
5132292,-8,0
5113990,-23,X
5126731,-37,0
5010253,-12,X
5116009,-22,0
5091740,-2,C
5135636,-36,5
5089635,-34,0
5089532,-15,C
5061692,-6,0
5068374,-36,0
5065539,-47,X
5099948,-37,C
5022193,-6,C
5061707,-40,C
5056143,-36,X
5094924,-11,C
5105762,-23,0
5022859,-26,C
5148996,-6,C
5045640,-4,C
5118638,-47,X
5139497,-6,X
5125352,-30,0
5065628,-14,X
5041363,-17,X
5056084,-28,0
5021701,-45,0
5028631,-6,C
5022752,-23,C
5111072,-7,C
5094924,-1,C
5149695,-12,0
5065628,-41,X
5117481,-18,0
5066775,-19,C
5149630,-1,0
5038670,0,C
5033722,-26,0
5096859,-24,0
5085781,-24,0
5065348,-12,C
5042020,-12,0
5069455,-9,0
5023542,-2,C
5035995,-32,C
5061707,-33,C
5022752,-41,0
5112654,-8,C
5126731,-24,C
5028639,-1,0
5065348,-37,C
5010929,0,C
5022817,-2,X
5097026,-28,C
5068918,-22,C
5009096,0,C
5009096,-21,0
5099948,-13,C
5069280,-2,0
5090152,-6,C
5066775,-24,C
5054290,-48,X
5053167,-25,0
5149271,-13,C
5091862,-20,X
5069392,-10,0
5089635,-42,0
5099845,-8,C
5065443,-25,0
5112662,-17,0
5126527,-44,C
5022193,-27,0
5096163,-42,0
5113863,-43,X
5068261,-12,0
5137261,0,C
5105402,-20,0
5126552,-22,0
5025212,-27,0
5062030,-50,X
5126527,-31,C
5142793,-13,C
5065426,-33,X
5029314,-22,C
5096758,-8,C
5096238,-18,C
5052899,-9,0
5042220,-14,C
5149491,-21,C
5094967,-38,X
5022545,-48,0
5096933,-34,C
5089049,-27,0
5069280,-38,X
5067749,-7,X
5067562,-2,X
5091740,-17,C
5149636,-16,X
5069280,-35,0
5054475,-30,0
5118638,-45,X
5117167,-25,C
5033881,-5,C
5010578,-15,X
5135728,-34,0
5035431,0,C
5091548,-12,0
5135778,-3,C
5135778,-17,0
5022506,-19,0
5143064,-35,C
5145724,-12,C
5096163,-9,C
5096827,-37,C
5010253,-15,X
5113852,-19,0
5117234,-9,0
5089104,-52,0
5150063,-5,C
5022193,-46,0
5052732,-3,0
5148996,-24,0
5037300,-18,C
5054749,-3,C
5054718,-21,C
5114239,0,C
5036567,-5,0
5090903,-37,0
5117481,-5,1
5010578,-32,X
5041609,-14,C
5050748,-12,C
5092448,-30,C
5065644,-37,0
5022752,-35,C
5149109,-5,C
5099987,-15,C
5132415,-7,C
5096859,-40,X
5113252,-47,0
5091256,-5,X
5054165,-27,0
5029619,-1,0
5010057,0,C
5033770,-51,X
5106047,-16,C
5054733,-6,C
5096554,-30,0
5067169,-10,C
5085781,-9,0
5149636,-20,X
5066498,-31,C
5033770,-31,0
5135778,-2,C
5068374,-35,X
5037212,-15,C
5115995,-14,C
5126552,-18,0
5028631,-9,C
5113745,-36,C
5139553,0,0
5050645,-16,C
5090568,-49,C
5037212,-20,C
5096859,-27,0
5125214,-29,X
5091740,-12,C
5143603,-13,0
5066775,-10,C
5045695,-23,C
5028631,-5,C
5045640,-6,C
5067570,-3,C
5041363,-10,X
5145724,-20,C
5143064,-42,C
5126064,-32,C
5086040,-3,X
5099805,-24,X
5089049,-23,0
5105754,-12,0
5125352,-29,0
5010315,-23,0
5125218,-20,X
5136943,-10,C
5090468,-7,0
5010127,-13,0
5022193,-12,0
5053167,-39,X
5010578,-16,X
5041165,-44,0
5090445,-18,C
5105056,-36,3
5033722,-46,0
5053226,-1,C
5142984,-18,C
5089942,-21,0
5115523,-35,0
5052732,-4,0
5041910,-45,C
5115577,0,C
5135707,-6,X
5089470,-22,0
5143137,-8,C
5117919,-12,0
5088998,-12,C
5149271,-34,C
5089421,-29,0
5118261,-41,0
5150409,-1,X
5089465,-18,C
5041609,-30,C
5142304,-21,0
5045640,-14,C
5136021,-6,0
5089532,-4,C
5115451,-31,C
5113990,-42,X
5117167,-33,C
5089909,-21,0
5137087,-4,C
5042220,-16,C
5105762,-19,0
5116623,-25,X
5089509,-21,C
5116674,-2,C
5029514,-3,C
5024484,-2,C
5149272,-5,C
5069280,-20,0
5135252,-15,1
5046351,-13,X
5024453,-4,X
5099872,-5,0
5041910,-46,C
5041609,-10,C
5033539,-26,0
5099974,-24,C
5143581,-30,X
5009570,-25,X
5046234,-24,C
5033770,-7,C
5125556,-3,C
5021476,-3,0
5045640,-38,0
5089236,-29,0
5115698,-29,X
5118146,-45,X
5126325,-7,C
5117919,-5,X
5099751,-25,C
5089465,-7,C
5054733,-14,0
5089049,-45,0
5112909,-44,0
5069180,-21,0
5024801,-7,X
5029667,-54,0
5024950,-27,X
5069180,-26,0
5029667,-17,C
5062030,-23,0
5054475,-20,X
5089236,-21,C
5113781,-5,X
5135636,-6,5
5118258,-19,C
5046353,-27,X
5025212,-13,X
5095570,-27,0
5100053,-17,X
5062515,-10,C
5062685,-42,0
5094924,-25,0
5135513,-13,C
5126062,-5,0
5029514,-24,0
5118261,-19,0
5053226,-30,C
5091004,-2,C
5054733,-36,0
5096346,-26,C
5074653,-39,0
5033770,-35,0
5112651,-10,X
5135696,-41,X
5148996,-7,C
5136031,-27,0
5135696,-42,0
5089000,-15,C
5051125,-11,C
5136943,-22,0
5054733,-12,0
5139497,-3,X
5111193,-28,0
5033722,-22,0
5069397,0,C
5099948,-1,C
5111072,-4,C
5054475,-12,X
5126736,-8,0
5089509,-4,C
5143603,-1,C
5099948,-3,C
5095370,-15,C
5139652,-3,X
5068436,-10,0
5117963,-8,1
5090857,-31,C
5115451,-44,C
5090903,-34,0
5126382,-15,C
5116623,-22,X
5142987,-32,C
5041721,-11,C
5069392,-13,0
5092448,-40,0
5137261,-5,C
5139548,-21,0
5118083,-8,0
5089049,-48,0
5142490,-25,C
5048045,-31,0
5126323,-16,X
5089018,-1,0
5045699,-9,0
5112662,-18,1
5097026,-23,C
5091548,-31,0
5116397,-30,X
5099805,-35,X
5099872,-7,0
5065426,-34,X
5023532,-4,0
5150063,-19,C
5054290,-23,C
5126064,-21,C
5065628,-40,X
5085781,-21,0
5068107,-33,C
5047810,-26,C
5092013,-2,0
5126303,-33,0
5142490,-13,C
5008955,0,0
5041363,-21,X
5096933,-44,0
5095120,-18,X
5089617,0,0
5091256,-14,X
5126552,-3,0
5149636,-3,X
5010746,-14,C
5010731,-20,0
5089465,-4,C
5142304,-23,0
5045695,-4,C
5029127,-5,C
5095730,-9,0
5117481,-12,0
5068261,-37,0
5054290,-7,C
5069455,-16,0
5053483,-50,X
5113990,-30,X
5010057,-3,0
5099805,-23,X
5114592,-6,0
5009031,-1,C
5135728,-24,0
5024484,-26,C
5041363,-24,X
5113869,-6,C
5125737,-53,0
5126731,-20,C
5024801,-27,X
5115501,-7,X
5150049,-1,1
5085781,-45,0
5090568,-52,C
5142490,-32,C
5009031,-2,X
5053705,-23,0
5029127,-30,C
5126064,-40,C
5050645,-10,C
5092260,-4,0
5048018,-3,C
5033722,-48,X
5033648,-35,0
5068310,-8,C
5132415,-24,0
5045689,-7,0
5090270,-5,0
5150063,-12,C
5089503,-7,C
5066775,-32,C
5009570,-24,X
5117234,-12,0
5117444,-49,0
5143064,-44,C
5091862,-26,X
5113869,-20,C
5068107,-40,C
5086040,-20,X
5053362,-5,C
5091004,-16,C
5116316,-14,C
5136031,-14,C
5041609,-48,0
5065402,-2,X
5132415,0,C
5126238,-42,0
5136031,-26,0
5143064,-55,0
5126064,-17,C
5142987,-38,0
5089268,-8,C
5054290,-42,0
5112651,-23,0
5054733,-37,0
5068261,-13,0
5033722,-37,0
5112932,-14,0
5096859,-16,0
5065539,-40,X
5126248,-35,C
5090270,-10,0
5116316,-21,X
5052732,0,C
5089942,-22,0
5033770,-4,C
5056143,-34,X
5067915,-5,0
5126248,-30,C
5022859,-21,C
5024095,-24,C
5028600,-16,X
5146458,-29,X
5023130,-5,X
5142793,-12,C
5114057,-29,C
5149271,-23,C
5125737,-22,C
5090568,-9,C
5118218,-3,X
5056143,-10,X
5096554,-10,C
5036816,-5,0
5056143,-6,X
5091004,-30,0
5036815,-10,C
5096163,-36,0
5126552,-19,0
5096238,-36,C
5125214,-6,C
5115501,-2,X
5113269,-37,0
5062030,-13,X
5066498,-2,C
5136021,-12,0
5089623,-28,0
5068911,-6,C
5056143,0,X
5149491,-17,C
5136943,-18,0
5143581,-20,X
5125737,-32,C
5089049,-40,0
5045689,-8,0
5117963,0,C
5025793,-3,0
5058527,-28,C
5091589,-36,X
5125352,-35,0
5135513,-17,C
5050748,-3,C
5126731,-35,0
5143622,-26,C
5099974,-19,C
5126303,-34,0
5010681,-8,0
5117612,-15,X
5037212,-18,C
5106158,-18,0
5114384,-17,X
5062685,-12,0
5106047,-38,2
5111193,-25,0
5115577,-12,C
5125679,-6,0
5061118,-1,C
5115451,-3,C
5088946,-19,0
5061148,-18,C
5125978,-8,C
5048282,-3,X
5062030,-36,0
5041363,-15,X
5113863,-36,0
5024777,-3,C
5025212,-22,0
5105702,-5,X
5021188,-1,0
5137251,-7,C
5009570,-34,X
5116623,-49,X
5089049,-32,0
5023534,-21,C
5105762,-13,C
5112932,-6,X
5126303,-39,0
5010428,-28,0
5118256,0,0
5009877,0,X
5090270,-21,0
5090140,-2,C
5132415,-2,C
5068971,-48,X
5010428,-30,0
5094967,-41,X
5033881,-7,C
5143064,-43,C
5099845,-13,C
5105143,0,C
5053374,-12,C
5089049,-42,0
5116036,-25,0
5062515,-12,C
5056143,-31,X
5139548,-14,0
5142987,-13,C
5126303,-21,C
5114393,-9,0
5117444,-53,0
5112909,-38,0
5113252,-32,C
5099987,-6,C
5022583,-9,C
5061072,-10,0
5149109,-16,0
5095790,-24,C
5065426,-32,X
5021309,-2,0
5022859,-17,C
5036485,-16,X
5105669,-13,X
5061707,-4,C
5069004,-15,C
5037212,-35,0
5022859,-39,X
5022555,-10,0
5143042,-3,X
5089236,-19,C
5095570,-3,C
5118256,-3,X
5143603,-8,0
5085949,-5,0
5010647,-14,0
5096238,-47,0
5045695,-9,C
5116623,-28,X
5041363,-29,X
5067021,-15,C
5062685,-30,X
5022193,-37,0
5054399,-4,X
5113869,-39,C
5089470,-33,0
5041363,-23,X
5024484,-32,C
5028600,-36,0
5096827,-47,0
5008900,-13,C
5105143,-39,C
5092448,-24,C
5090903,-17,C
5090468,-3,0
5142793,-29,0
5065628,-34,X
5118258,-35,0
5111072,-26,0
5150409,0,X
5116623,-12,X
5054718,-7,C
5041910,-32,C
5135636,-39,5
5094967,-25,X
5090568,-14,C
5105056,-2,C
5142984,-32,0
5145724,-14,C
5099987,-16,C
5149491,-29,C
5135668,-16,0
5135668,-11,0
5094924,-5,C
5089018,-5,0
5036485,-29,X
5095334,-29,C
5092013,-14,0
5090568,-41,C
5042295,-25,0
5079167,-17,0
5042052,-5,0
5126835,-17,X
5036485,-52,X
5135636,-40,X
5132464,-23,0
5029127,-33,C
5041363,-26,X
5042300,-21,0
5089236,-25,C
5088671,-41,0
5069180,-17,0
5010315,-28,X
5112651,-21,0
5096163,-7,C
5054749,-4,C
5009096,-8,C
5065358,-6,0
5135728,-6,0
5142987,-18,C
5136031,-20,0
5139549,-4,C
5092272,-21,0
5091330,-35,0
5116036,-4,5
5041609,-12,C
5009570,-19,X
5115591,-24,0
5024801,-10,X
5091256,-13,X
5029667,-8,C
5105056,-21,C
5089465,-47,X
5142490,-1,C
5095370,-2,C
5099987,-23,0
5086040,-4,X
5042020,-9,0
5022752,-27,C
5022555,-4,0
5024801,-28,X
5046353,-42,X
5089000,-40,0
5035995,-41,0
5112942,-45,C
5024158,-24,0
5029314,-9,C
5135797,0,X
5091824,-15,C
5142987,-34,C
5149271,-22,C
5010127,-3,C
5046234,-25,C
5025212,-20,0
5095370,-32,0
5099948,-25,C
5091548,-26,0
5126303,-7,C
5096163,-34,0
5117234,-11,0
5024484,-23,C
5045085,-6,0
5029633,-5,C
5025212,-28,0
5067557,-4,0
5114522,-22,0
5045543,-10,C
5089000,-11,C
5069455,-18,0
5113114,-9,C
5065539,-42,X
5094967,-28,X
5105056,-13,C
5090857,-49,0
5149020,0,0
5036485,-9,X
5094924,-30,0
5135668,-18,0
5028639,-6,0
5029127,-40,0
5089018,-4,0
5137251,-6,C
5092013,-24,0
5069080,-17,0
5033539,-20,C
5041910,-54,C
5089268,-22,0
5142304,-30,0
5091004,-27,0
5089268,-1,C
5078912,-1,0
5046353,-33,X
5068470,-37,0
5010315,-17,X
5099805,-2,0
5091620,-7,X
5095790,-13,C
5022193,-23,0
5113869,-16,C
5061815,-5,C
5096238,-49,0
5024157,-34,X
5061148,-43,0
5094924,-21,0
5094924,-27,0
5139500,-4,C
5113114,-4,C
5058414,-10,0
5033722,-5,0
5010635,-6,C
5125737,-36,C
5113269,-14,1
5054749,-6,0
5029314,-54,0
5099948,-12,C
5135636,-58,1
5085781,-30,0
5068310,-16,C
5135656,-1,0
5139549,-27,0
5010746,-49,X
5125352,-2,C
5022541,0,0
5117444,-48,0
5022545,-53,X
5116623,-20,X
5065628,-22,X
5118638,-48,X
5116009,-9,0
5054149,-29,0
5092380,-8,X
5091256,-19,X
5029514,-16,C
5033869,-4,0
5118365,-10,C
5126552,-2,0
5113114,-1,C
5029514,-10,C
5024242,-12,X
5068037,-5,C
5105669,-42,X
5090568,-45,C
5054290,-14,C
5089532,-17,C
5045687,-19,0
5092022,-5,X
5078905,-47,C
5035431,-5,0
5092380,-7,0
5089268,-6,C
5078905,-35,C
5033539,-2,C
5036987,-12,X
5096346,-37,0
5089617,-2,0
5146584,-1,0
5078905,-31,C
5114057,-36,C
5126527,-34,C
5112654,-15,C
5090857,-9,C
5135728,-22,0
5116009,-10,0
5045695,-11,C
5113781,-21,X
5135513,-40,0
5099751,-18,C
5036485,-44,X
5115451,-7,C
5143064,-47,0
5143216,-6,0
5008900,-16,C
5029759,-48,0
5096554,-1,C
5115451,-49,0
5116704,-20,0
5105669,-26,X
5099974,-9,C
5029014,-4,C
5051125,-16,C
5089532,-33,0
5023543,-6,C
5089532,-2,C
5033770,-47,X
5042052,-2,0
5067749,-19,0
5089000,-4,C
5024158,-15,0
5061148,-37,0
5024158,-25,0
5042020,-5,0
5095228,-9,0
5065628,-30,X
5089819,-12,0
5145724,-5,C
5139652,-4,X
5126736,-1,0
5095790,-26,C
5143595,-15,C
5113781,-16,X
5096238,-13,C
5139652,-5,X
5115523,-26,C
5126325,-1,C
5126731,-27,C
5113387,-44,0
5132635,-24,0
5088946,-9,C
5143622,-31,C
5115523,-23,C
5010428,-7,C
5115995,-19,C
5024484,-15,C
5068107,-15,C
5065348,-40,C
5089787,-10,0
5022555,0,C
5113745,-37,C
5061148,-2,C
5067726,-16,C
5099987,-5,C
5062515,0,C
5113990,-12,X
5091256,-22,X
5096827,-4,C
5096554,-15,0
5092272,-43,0
5114057,-31,C
5125737,-17,C
5135728,-21,0
5008810,-12,C
5126325,-11,C
5114429,-16,0
5037212,-21,C
5135668,-10,0
5047820,-38,0
5061707,-18,C
5022193,-47,0
5066775,-18,C
5118146,-19,X
5068470,-26,C
5037212,-37,0
5061148,-48,X
5089942,-2,C
5074653,-4,C
5090032,0,0
5022583,-30,C
5092448,-49,0
5089236,-11,C
5099751,-24,C
5115577,-16,C
5126323,-20,X
5089635,-53,0
5088946,-18,0
5140078,-1,0
5149695,-10,0
5091589,-16,X
5115523,-31,C
5074653,-47,0
5068310,-20,C
5054475,-24,0
5095790,-18,C
5022795,-16,C
5092448,-22,C
5088671,-42,0
5061707,-3,C
5062737,-20,X
5142807,-7,X
5092448,-18,C
5029314,-7,C
5092448,-41,0
5046503,-14,C
5041165,-47,X
5065358,-3,C
5126323,-3,C
5094924,-26,0
5029619,-2,0
5068470,-40,0
5009096,-19,C
5053226,-2,C
5050748,-13,C
5029667,-31,C
5116814,-2,X
5068037,-24,1
5047810,-18,C
5132291,-18,0
5046497,-6,C
5132464,-10,0
5116674,-45,0
5142793,-18,C
5126349,-32,0
5126303,-38,0
5022795,-35,C
5097026,-20,C
5136031,-7,C
5096238,-5,C
5092022,-7,X
5065693,-9,0
5041625,-22,X
5126349,-4,C
5024950,-31,0
5115957,-1,C
5036987,-2,0
5096346,-7,C
5028600,-14,X
5142490,-41,0
5113852,-15,0
5029514,-31,0
5115577,-11,C
5149109,-14,0
5095570,-6,C
5089268,-23,0
5142807,-10,X
5099845,-7,C
5029598,-38,X
5143137,-17,0
5090140,-27,X
5056236,-41,0
5096827,-31,C
5022583,-43,C
